name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3,genre_drama,genre_action,genre_romance,genre_comedy,genre_crime,genre_thriller,genre_family,genre_musical,genre_adventure,genre_mystery,genre_horror,genre_fantasy,director_top,runtime
Kabali,,153 min,"Action, Crime, Drama",6.2,,Pa. Ranjith,Rajinikanth,Winston Chao,Radhika Apte,1,1,0,0,1,0,0,0,0,0,0,0,other,
Kabeela,,,"Action, Adventure, Crime",6.5,19.0,Bolu Khosla,Feroz Khan,Rekha,Kamini Kaushal,0,1,0,0,1,0,0,0,1,0,0,0,other,
Kabhi Ajnabi Thé,,,"Romance, Sport",5.0,14.0,Vijay Singh,Poonam Dhillon,Sandeep Patil,Debashree Roy,0,0,1,0,0,0,0,0,0,0,0,0,other,
Kabhi Alvida Naa Kehna,,193 min,"Drama, Romance",6.1,,Karan Johar,Shah Rukh Khan,Rani Mukerji,Amitabh Bachchan,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kabhi Haan Kabhi Naa,,158 min,"Comedy, Drama, Music",7.8,,Kundan Shah,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,1,0,0,1,0,0,0,0,0,0,0,0,other,
Kabhi Khushi Kabhie Gham...,,210 min,"Drama, Musical, Romance",7.4,,Karan Johar,Shah Rukh Khan,Kajol,Amitabh Bachchan,1,0,1,0,0,0,0,1,0,0,0,0,other,
Kabhi Na Kabhi,,157 min,"Action, Drama, Romance",4.3,158.0,Priyadarshan,Jackie Shroff,Anil Kapoor,Pooja Bhatt,1,1,1,0,0,0,0,0,0,0,0,0,Priyadarshan,
Kabhi Paas Kabhi Fail,,95 min,"Comedy, Family",6.2,20.0,Virendra Saini,Sajeel Parakh,Saurabh Shukla,Sona,0,0,0,1,0,0,1,0,0,0,0,0,other,
Kabhie Kabhie,,177 min,"Drama, Romance",7.4,,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Rakhee Gulzar,1,0,1,0,0,0,0,0,0,0,0,0,Yash Chopra,
Kabhie Tum Kabhie Hum,,,"Comedy, Drama, Family",4.4,14.0,Roop Dutta Naik,Mamta Kulkarni,Charuhas Shidore,Anjan Srivastav,1,0,0,1,0,0,1,0,0,0,0,0,other,
Kabir Singh,,173 min,"Action, Drama, Romance",7.1,,Sandeep Reddy Vanga,Shahid Kapoor,Kiara Advani,Nikita Dutta,1,1,1,0,0,0,0,0,0,0,0,0,other,
Kabli Khan,,123 min,"Action, Musical",4.8,9.0,K. Amarnath,Ajit,Helen,Samson,0,1,0,0,0,0,0,1,0,0,0,0,other,
Kabrastan,,135 min,Horror,3.7,27.0,Mohan Bhakri,Hemant Birje,Kamna,Javed Khan,0,0,0,0,0,0,0,0,0,0,1,0,other,
Kabrastan,,109 min,Horror,3.1,16.0,Ramesh U. Lakhiani,Amit Kapoor,Satnam Kaur,Shehzad Khan,0,0,0,0,0,0,0,0,0,0,1,0,other,
Kabul Express,,105 min,"Adventure, Comedy, Drama",6.8,,Kabir Khan,John Abraham,Arshad Warsi,Salman Shahid,1,0,0,1,0,0,0,0,1,0,0,0,other,
Kabuliwala,,95 min,Drama,7.8,317.0,Hemen Gupta,Balraj Sahni,Baby Sonu,Usha Kiran,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kabzaa,,143 min,"Action, Crime, Drama",5.9,185.0,Mahesh Bhatt,Raj Babbar,Sanjay Dutt,Amrita Singh,1,1,0,0,1,0,0,0,0,0,0,0,Mahesh Bhatt,
Kaccha Limboo,,141 min,"Comedy, Family",6.4,88.0,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali,Bhairavi Goswami,0,0,0,1,0,0,1,0,0,0,0,0,other,
Kacha Chor,,,Drama,4.4,7.0,Jambulingam,Randhir Kapoor,Rekha,Som Dutt,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kachche Dhaage,,144 min,"Action, Drama, Thriller",6.0,,Milan Luthria,Ajay Devgn,Saif Ali Khan,Manisha Koirala,1,1,0,0,0,1,0,0,0,0,0,0,other,
Kachche Heere,,,Action,5.3,27.0,Narendra Bedi,Feroz Khan,Reena Roy,Danny Denzongpa,0,1,0,0,0,0,0,0,0,0,0,0,other,
Kachchi Sadak,,145 min,"Action, Drama",6.1,34.0,Sanjay D. Singh,Rahul Singh,Parmita Katkar,Tinnu Anand,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kadakh,,108 min,"Comedy, Drama, Thriller",7.0,,Rajat Kapoor,Ranvir Shorey,Mansi Multani,Palomi Ghosh,1,0,0,1,0,1,0,0,0,0,0,0,other,
Kadal Meengal,,137 min,Drama,6.6,76.0,G.N. Rangarajan,Kamal Haasan,Sujatha,Ambika,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kadamban,,142 min,"Action, Adventure, Drama",5.3,417.0,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana,1,1,0,0,0,0,0,0,1,0,0,0,other,
Kadambari,,,"Drama, Romance",6.4,7.0,Hk Verma,Shabana Azmi,Vijay Arora,Chand Usmani,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kadhal Desam,,158 min,"Comedy, Drama, Romance",6.8,458.0,Kathir,Abbas,S.P. Balasubrahmanyam,Chaplin Balu,1,0,1,1,0,0,0,0,0,0,0,0,other,
Kadhal Mannan,,135 min,"Drama, Romance",7.1,789.0,Saran,Ajith Kumar,Maanu,M.S. Viswanathan,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kadke Kamal Ke,,136 min,Comedy,6.8,5.0,Laxman Singh,Aaryan Adhikari,Neeta Dhungana,Rajpal Yadav,0,0,0,1,0,0,0,0,0,0,0,0,other,
Kadvi Hawa,,95 min,Drama,8.1,985.0,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kafan,,147 min,Horror,5.8,48.0,Dhirendra Bohra,Javed Khan,Jamuna,Viju Khote,0,0,0,0,0,0,0,0,0,0,1,0,other,
Kagaar: Life on the Edge,,150 min,"Crime, Drama",5.7,50.0,N. Chandra,Om Puri,Nandita Das,Amitabh Dayal,1,0,0,0,1,0,0,0,0,0,0,0,other,
Kahaani,,122 min,"Mystery, Thriller",8.1,,Sujoy Ghosh,Vidya Balan,Parambrata Chattopadhyay,Indraneil Sengupta,0,0,0,0,0,1,0,0,0,1,0,0,other,
Kahaani 2,,127 min,"Mystery, Thriller",6.6,,Sujoy Ghosh,Vidya Balan,Arjun Rampal,Jugal Hansraj,0,0,0,0,0,1,0,0,0,1,0,0,other,
Kahaani Gudiya Ki...: True Story of a Woman,,112 min,"Biography, Drama",5.8,32.0,Prabhakar Shukla,Divya Dutta,Arif Zakaria,Rajpal Yadav,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kahan Hai Kanoon,,131 min,Action,6.9,7.0,Deepak Balraj Vij,Sadashiv Amrapurkar,Anand Balraj,Sudhir Dalvi,0,1,0,0,0,0,0,0,0,0,0,0,other,
Kahan Ho Tum,,,"Drama, Family",3.9,22.0,Vijay Kumar,Ishita Arun,Samir Soni,Sharman Joshi,1,0,0,0,0,0,1,0,0,0,0,0,other,
Kahan Kahan Se Guzar,,,"Drama, Musical",5.4,10.0,Anil Kapoor,,,,1,0,0,0,0,0,0,1,0,0,0,0,other,
Kahan Kahan Se Guzar Gaya,,,Drama,5.3,11.0,M.S. Sathyu,Masood Akhtar,Ajoy Bannerjee,Enakshi Bannerjee,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kahani Ek Chor Ki,,138 min,"Action, Crime",5.2,9.0,S. Ramanathan,Asrani,Master Bhagwan,Chandrashekhar,0,1,0,0,1,0,0,0,0,0,0,0,other,
Kahani Hum Subb Ki,,,"Drama, Romance",3.1,9.0,Rajkumar Kohli,Mala Sinha,Om Prakash,Arun Chopra,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kahani Kismat Ki,,131 min,"Action, Drama",6.0,90.0,Arjun Hingorani,Dharmendra,Rekha,Ajit,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kahani Kismat Ki,,,Action,4.9,8.0,Farogh Siddique,Laxmikant Berde,Mithun Chakraborty,Shama Deshpande,0,1,0,0,0,0,0,0,0,0,0,0,other,
Kahin Aur Chal,,,Drama,6.9,14.0,Vijay Anand,Dev Anand,Asha Parekh,Shubha Khote,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kahin Din Kahin Raat,,165 min,"Action, Crime, Thriller",5.6,14.0,Darshan Sabharwal,Biswajit Chatterjee,Sapana,Pran,0,1,0,0,1,1,0,0,0,0,0,0,other,
Kahin Hai Mera Pyar,,138 min,"Drama, Musical, Romance",5.7,18.0,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan,1,0,1,0,0,0,0,1,0,0,0,0,other,
Kahin Pyaar Na Ho Jaaye,,120 min,Comedy,7.5,24.0,Kalpataru,Shakila,Mehmood,Om Prakash,0,0,0,1,0,0,0,0,0,0,0,0,other,
Kaho Naa... Pyaar Hai,,172 min,"Action, Musical, Romance",6.9,,Rakesh Roshan,Hrithik Roshan,Ameesha Patel,Anupam Kher,0,1,1,0,0,0,0,1,0,0,0,0,other,
Kahtey Hain Mujhko Raja,,,"Action, Family",5.2,21.0,Biswajit Chatterjee,Dharmendra,Biswajit Chatterjee,Hema Malini,0,1,0,0,0,0,1,0,0,0,0,0,other,
Kai Kodukkam Kai,,131 min,"Action, Drama",6.3,75.0,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kai Po Che,,120 min,"Drama, Sport",7.8,,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kairee,,93 min,Drama,5.4,104.0,Amol Palekar,Yogita Deshmukh,Shilpa Navalkar,Mohan Gokhale,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kaisay Kahein...,,123 min,"Drama, Romance",6.2,54.0,Mohit Hussein,Rajvirr Singh,Neha Julka,Aditi Govitrikar,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kaise Kahoon,,,Drama,6.6,11.0,Atma Ram,Biswajit Chatterjee,Nanda,Om Prakash,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kaise Kahoon Ke... Pyaar Hai,,,"Crime, Romance",3.3,34.0,Anil Kumar Sharma,Amit Hingorani,Sharbani Mukherjee,Dharmendra,0,0,1,0,1,0,0,0,0,0,0,0,other,
Kaise Kaise Rishte,,,Romance,4.9,7.0,Akash Mehra,Ayesha Jhulka,Shahbaaz Khan,Vikas Anand,0,0,1,0,0,0,0,0,0,0,0,0,other,
Kajarya,,132 min,Drama,6.6,131.0,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kajraare,,112 min,"Crime, Drama, Romance",2.8,404.0,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh,1,0,1,0,1,0,0,0,0,0,0,0,other,
Kajri,,84 min,Drama,6.0,48.0,Hyder Kazmi,Arpita Singh,,,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kaksparsh,,140 min,"Drama, Family, History",7.9,779.0,Mahesh Manjrekar,Sachin Khedekar,Priya Bapat,Abhijit Kelkar,1,0,0,0,0,0,1,0,0,0,0,0,Mahesh Manjrekar,
Kal Aaj Aur Kal,,156 min,"Family, Musical, Romance",6.9,308.0,Randhir Kapoor,Prithviraj Kapoor,Raj Kapoor,Babita Kapoor,0,0,1,0,0,0,1,1,0,0,0,0,other,
Kal Hamara Hai,,127 min,Drama,6.7,18.0,S.K. Prabhakar,Madhubala,Bharat Bhushan,Jayant,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kal Hamara Hai,,,Drama,5.9,9.0,Dhruv Lather,Shivangi Bhayana,Tarun Gahlot,Himanshu Kohli,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kal Ho Naa Ho,,186 min,"Comedy, Drama, Musical",7.9,,Nikkhil Advani,Preity Zinta,Shah Rukh Khan,Saif Ali Khan,1,0,0,1,0,0,0,1,0,0,0,0,other,
Kal Ki Awaz,,162 min,Action,6.2,65.0,B.R. Chopra,Ravi Chopra,Dharmendra,Raj Babbar,0,1,0,0,0,0,0,0,0,0,0,0,other,
Kal Kissne Dekha,,134 min,"Action, Crime, Romance",3.6,435.0,Vivek Sharma,Jackky Bhagnani,Nushrat Bharucha,David Bueno,0,1,1,0,1,0,0,0,0,0,0,0,other,
Kal: Yesterday and Tomorrow,,120 min,"Drama, Mystery, Thriller",6.3,111.0,Ruchi Narain,Shiney Ahuja,Murad Ali,Ahmed Chaudhary,1,0,0,0,0,1,0,0,0,1,0,0,other,
Kala Aadmi,,140 min,"Action, Drama, Mystery",6.0,7.0,Ved-Madan,Ashok Kumar,Shyama,Johnny Walker,1,1,0,0,0,0,0,0,0,1,0,0,other,
Kala Bazaar,,160 min,"Action, Drama",5.5,203.0,Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kala Bazar,,163 min,"Crime, Drama, Musical",7.4,262.0,Vijay Anand,Dev Anand,Waheeda Rehman,Nanda,1,0,0,0,1,0,0,1,0,0,0,0,other,
Kala Coat,,,"Action, Crime, Drama",3.3,6.0,Mehmood Khan,Kapil Karzan,Meera Madhuri,Bandini Mishra,1,1,0,0,1,0,0,0,0,0,0,0,other,
Kala Dhanda Goray Log,,158 min,"Drama, Family",5.7,35.0,Sanjay Khan,Sunil Dutt,Sanjay Khan,Anita Raj,1,0,0,0,0,0,1,0,0,0,0,0,other,
Kala Jigar,,,,3.3,173.0,Iqbal,,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Kala Pani,,164 min,"Crime, Musical, Romance",7.1,277.0,Raj Khosla,Dev Anand,Madhubala,Nalini Jaywant,0,0,1,0,1,0,0,1,0,0,0,0,Raj Khosla,
Kala Pani,,126 min,Action,5.6,16.0,Shibu Mitra,Shashi Kapoor,Neetu Singh,Bindu,0,1,0,0,0,0,0,0,0,0,0,0,Shibu Mitra,
Kala Suraj,,,"Action, Drama",4.3,6.0,Desh Gautam,Shatrughan Sinha,Sulakshana Pandit,Rakesh Roshan,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kalaakaar,,,"Family, Romance",6.2,76.0,P. Sambasiva Rao,Kunal Goswami,Sridevi,Rakesh Bedi,0,0,1,0,0,0,1,0,0,0,0,0,other,
Kalabaaz,,145 min,"Action, Adventure, Drama",6.4,29.0,Ashok Roy,Dev Anand,Zeenat Aman,Pradeep Kumar,1,1,0,0,0,0,0,0,1,0,0,0,other,
Kalaignan,,143 min,"Action, Drama, Thriller",6.3,221.0,G.B. Vijay,Kamal Haasan,Bindiya,Farheen,1,1,0,0,0,1,0,0,0,0,0,0,other,
Kalank,,,Drama,5.4,12.0,Michael Chinappa,,,,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kalank,,166 min,"Drama, Romance",3.6,,Abhishek Varman,Varun Dhawan,Alia Bhatt,Madhuri Dixit,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kali Ganga,,,Action,4.0,16.0,Raj N. Sippy,Dimple Kapadia,Suresh Oberoi,Govinda,0,1,0,0,0,0,0,0,0,0,0,0,Raj N. Sippy,
Kali Ghata,,145 min,"Drama, Romance",6.3,9.0,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kali Ghata,,131 min,"Romance, Thriller, Mystery",5.8,33.0,Ved Rahi,Shashi Kapoor,Rekha,Danny Denzongpa,0,0,1,0,0,1,0,0,0,1,0,0,other,
Kali Salwaar,,112 min,Drama,6.2,95.0,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kali Topi Lal Rumal,,129 min,"Musical, Romance",5.7,15.0,Tara Harish,Shakila,Chandrashekhar,Agha,0,0,1,0,0,0,0,1,0,0,0,0,other,
Kalichaat,,70 min,Drama,8.0,6.0,Sudhanshu Sharma,Prakash Deshmukh,Virendra Kumar Nathenial,Geetika Shyam,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kalicharan,,143 min,"Action, Adventure, Crime",6.7,251.0,Subhash Ghai,Shatrughan Sinha,Reena Roy,Ajit,0,1,0,0,1,0,0,0,1,0,0,0,Subhash Ghai,
Kalicharan,,,Action,4.9,11.0,Imran Khalid,Ishrat Ali,Monica Bedi,Bob Christo,0,1,0,0,0,0,0,0,0,0,0,0,other,
Kalidas,,,"Drama, History, Musical",6.2,12.0,H.M. Reddy,T.P. Rajalakshmi,P.G. Venkatesan,L.V. Prasad,1,0,0,0,0,0,0,1,0,0,0,0,other,
Kalka,,,Drama,6.0,8.0,Loksen Lalvani,Shatrughan Sinha,Raj Babbar,Rameshwari,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kalloori Vaasal,,135 min,"Comedy, Romance",5.1,159.0,Pavithran,Ajith Kumar,Prashanth,Pooja Bhatt,0,0,1,1,0,0,0,0,0,0,0,0,other,
Kalpana,,,Romance,7.1,19.0,R.K. Rakhan,Ashok Kumar,Padmini,Ragini,0,0,1,0,0,0,0,0,0,0,0,0,other,
Kalpana,,122 min,Musical,6.7,39.0,Uday Shankar,Lakshmi Kanta,Usha Kiran,Lalitha,0,0,0,0,0,0,0,1,0,0,0,0,other,
Kalsandhya,,124 min,Drama,7.2,13.0,Bhabendra Nath Saikia,Hemen Barman,Munin Barua,Mridula Baruah,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kalyug,,152 min,Drama,7.8,501.0,Shyam Benegal,Shashi Kapoor,Rekha,Raj Babbar,1,0,0,0,0,0,0,0,0,0,0,0,Shyam Benegal,
Kalyug,,126 min,"Action, Crime, Drama",6.5,,Mohit Suri,Kunal Khemu,Deepal Shaw,Smiley Suri,1,1,0,0,1,0,0,0,0,0,0,0,other,
Kalyug Aur Ramayan,,,Drama,4.4,53.0,Babubhai Mistry,Manoj Kumar,Rajiv Goswami,Madhavi,1,0,0,0,0,0,0,0,0,0,0,0,Babubhai Mistry,
Kalyug Ke Avtaar,,,"Action, Romance",3.2,13.0,Shyam Ralhan,Jeetendra,Reena Roy,Madhoo,0,1,1,0,0,0,0,0,0,0,0,0,other,
Kama Sundari,,130 min,Thriller,5.2,17.0,Balvinder Sandhu,Monica Castelino,Nagesh Bhonsle,Satyendra Kapoor,0,0,0,0,0,1,0,0,0,0,0,0,other,
Kamaal Dhamaal Malamaal,,148 min,"Comedy, Drama",4.1,750.0,Priyadarshan,Nana Patekar,Shreyas Talpade,Om Puri,1,0,0,1,0,0,0,0,0,0,0,0,Priyadarshan,
Kamasutra 3D,,110 min,"Drama, Romance",6.5,510.0,Rupesh Paul,Mohan Kapur,Abha Paul,Makrand Deshpande,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kambakkht Ishq,,142 min,"Action, Comedy, Romance",3.9,,Sabir Khan,Sylvester Stallone,Denise Richards,Brandon Routh,0,1,1,1,0,0,0,0,0,0,0,0,other,
Kaminey,,130 min,"Action, Crime, Drama",7.4,,Vishal Bhardwaj,Shahid Kapoor,Priyanka Chopra Jonas,Deb Mukherjee,1,1,0,0,1,0,0,0,0,0,0,0,other,
Kamla,,120 min,Drama,7.1,55.0,Jag Mundhra,Shabana Azmi,Deepti Naval,Marc Zuber,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kamla Ki Maut,,95 min,Drama,7.2,212.0,Basu Chatterjee,Pankaj Kapur,Supriya Pathak,Roopa Ganguly,1,0,0,0,0,0,0,0,0,0,0,0,Basu Chatterjee,
Kamlabai,,46 min,Documentary,7.6,8.0,Reena Mohan,Kamlabai Gokhale,,,0,0,0,0,0,0,0,0,0,0,0,0,other,
Kamsin: The Untouched,,88 min,Drama,5.1,12.0,Amit Suryavanshi,Birbal,K.K. Goswami,Jyoti,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kan Kan Men Bhagwan,,124 min,"Adventure, Drama, Fantasy",5.8,10.0,Babubhai Mistry,Anita Guha,Mahipal,Ram Singh,1,0,0,0,0,0,0,0,1,0,0,1,Babubhai Mistry,
Kanave Kalaiyadhe,,157 min,"Action, Drama",6.0,22.0,V. Gowthaman,Sabitha Anand,Charlie,Chinnijayanth,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kanch Ki Gudiya,,,"Drama, Family",4.7,7.0,Harnam Singh Rawail,Manoj Kumar,Sayeeda Khan,Shubha Khote,1,0,0,0,0,0,1,0,0,0,0,0,other,
Kandy Twist,,113 min,Drama,8.2,8.0,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kaneez,,140 min,"Drama, History",6.2,5.0,Krishna Kumar,Munawwar Sultana,Shyam,Urmila,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kangan,,144 min,Mystery,6.8,9.0,Nanabhai Bhatt,Nirupa Roy,Ashok Kumar,Purnima,0,0,0,0,0,0,0,0,0,1,0,0,other,
Kangan,,139 min,Drama,6.6,16.0,K.B. Tilak,Ashok Kumar,Mala Sinha,Sanjeev Kumar,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kanhaiya,,175 min,"Romance, Drama, Family",6.7,45.0,Om Prakash,Raj Kapoor,Nutan,Lalita Pawar,1,0,1,0,0,0,1,0,0,0,0,0,other,
Kanhaiyaa,,,"Action, Crime, Drama",5.4,5.0,Khalid Sami,Master Amit,Master Chaitanya,Asha Chandra,1,1,0,0,1,0,0,0,0,0,0,0,other,
Kanmani,,137 min,"Drama, Romance",3.7,7.0,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kannan Varuvaan,,135 min,Romance,5.8,39.0,Sundar C.,Karthik,Mantra,Divyaa Unni,0,0,1,0,0,0,0,0,0,0,0,0,other,
Kanoon,,150 min,"Drama, Crime, Mystery",7.9,415.0,B.R. Chopra,Rajendra Kumar,Ashok Kumar,Nanda,1,0,0,0,1,0,0,0,0,1,0,0,other,
Kanoon,,104 min,"Action, Drama",3.1,135.0,Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kanoon Apna Apna,,162 min,"Action, Crime, Drama",5.6,146.0,Gopal B.,Dilip Kumar,Nutan,Sanjay Dutt,1,1,0,0,1,0,0,0,0,0,0,0,other,
Kanoon Ki Hathkadee,,,Action,4.0,9.0,K. Bapaiah,Sridevi,Krishna,Gummadi,0,1,0,0,0,0,0,0,0,0,0,0,K. Bapaiah,
Kanoon Ki Zanjeer,,,"Action, Crime",4.2,11.0,P. Lakshman,Dharmendra,Jaya Prada,Raj Babbar,0,1,0,0,1,0,0,0,0,0,0,0,other,
Kanoon Kya Karega,,,Thriller,6.2,45.0,Mukul Anand,Suresh Oberoi,Deepti Naval,Iftekhar,0,0,0,0,0,1,0,0,0,0,0,0,other,
Kanoon Meri Mutthi Mein,,,Action,6.6,5.0,Chand,K. Prasad,Raj Babbar,Parveen Babi,0,1,0,0,0,0,0,0,0,0,0,0,other,
Kanpuriye,,103 min,Drama,6.3,,Ashish Aryan,Aparshakti Khurana,Divyendu Sharma,Vijay Raaz,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kanwarlal,,150 min,"Action, Drama",4.6,18.0,S.S. Ravichandra,Salma Agha,Arjun,Raj Babbar,1,1,0,0,0,0,0,0,0,0,0,0,other,
Kanyadaan,,149 min,"Drama, Romance",7.3,78.0,Mohan Segal,Asha Parekh,Shashi Kapoor,Sayeeda Khan,1,0,1,0,0,0,0,0,0,0,0,0,other,
Kanyadaan,,114 min,Drama,6.9,17.0,Akshay Dinesh Vaishnav,Deepika Amin,Mrinmayee Godbole,Darshan Jariwala,1,0,0,0,0,0,0,0,0,0,0,0,other,
Kaphal: Wild Berries,,90 min,"Action, Adventure, Drama",8.2,45.0,Batul Mukhtiar,Hema Bisht,Ramkishan Choyal,Subrat Dutta,1,1,0,0,0,0,0,0,1,0,0,0,other,
Kapoor & Sons,,132 min,"Comedy, Drama, Family",7.7,,Shakun Batra,Rishi Kapoor,Rajat Kapoor,Ratna Pathak Shah,1,0,0,1,0,0,1,0,0,0,0,0,other,
Karam,,117 min,"Action, Crime, Drama",5.5,,Sanjay F. Gupta,John Abraham,Priyanka Chopra Jonas,Bharat Dabholkar,1,1,0,0,1,0,0,0,0,0,0,0,other,
Karamati Coat,,86 min,"Comedy, Family, Fantasy",7.1,182.0,Ajay Karthik,Prachi Save,Swapnesh Sawant,Vikram Acharya,0,0,0,1,0,0,1,0,0,0,0,1,other,
Karamdaata,,,Drama,5.7,21.0,Shashilal K. Nair,Shammi Kapoor,Mithun Chakraborty,Amrita Singh,1,0,0,0,0,0,0,0,0,0,0,0,other,
Karan,,120 min,Action,4.0,23.0,Shiv Kumar,Virender Razdan,Prem Chopra,Balwant Dullat,0,1,0,0,0,0,0,0,0,0,0,0,other,
Karan Arjun,,175 min,"Action, Drama, Fantasy",6.8,,Rakesh Roshan,Rakhee Gulzar,Salman Khan,Shah Rukh Khan,1,1,0,0,0,0,0,0,0,0,0,1,other,
Karar: The Deal,,115 min,Thriller,4.2,64.0,Sabir,Mahek Chahal,Tarun Arora,Shashi Wadia,0,0,0,0,0,1,0,0,0,0,0,0,other,
Karate,,127 min,"Action, Drama, Musical",6.2,56.0,Deb Mukherjee,Mithun Chakraborty,Deb Mukherjee,Kaajal Kiran,1,1,0,0,0,0,0,1,0,0,0,0,other,
Kareeb,,145 min,"Drama, Romance",6.5,,Vidhu Vinod Chopra,Bobby Deol,Shabana Raza,Abhay Chopra,1,0,1,0,0,0,0,0,0,0,0,0,other,
Karim Mohammed,,99 min,Drama,4.8,30.0,Pawan Kumar Sharma,Alka Amin,Veer Gujjar,Rajesh Jais,1,0,0,0,0,0,0,0,0,0,0,0,other,
Karishma Kali Kaa,,,Horror,4.1,13.0,Ashok Punjabi,Amrita Singh,Shatrughan Sinha,Urmila Bhatt,0,0,0,0,0,0,0,0,0,0,1,0,other,
Karishma Kudrat Kaa,,185 min,"Action, Drama",6.1,57.0,Sunil Hingorani,Rati Agnihotri,Urmila Bhatt,Mithun Chakraborty,1,1,0,0,0,0,0,0,0,0,0,0,other,
Karishmaa,,130 min,"Crime, Thriller",6.5,43.0,I.V. Sasi,Kamal Haasan,Reena Roy,Tina Ambani,0,0,0,0,1,1,0,0,0,0,0,0,other,
Karle Pyaar Karle,,110 min,"Action, Romance",2.7,128.0,Rajesh Pandey,Shiv Darshan,Hasleen Kaur,Aham Sharma,0,1,1,0,0,0,0,0,0,0,0,0,other,
Karm,,156 min,"Drama, Family",6.7,72.0,B.R. Chopra,Rajesh Khanna,Vidya Sinha,Shabana Azmi,1,0,0,0,0,0,1,0,0,0,0,0,other,
Karma,,193 min,"Action, Adventure, Drama",7.4,,Subhash Ghai,Dilip Kumar,Nutan,Naseeruddin Shah,1,1,0,0,0,0,0,0,1,0,0,0,Subhash Ghai,
"Karma, Confessions and Holi",,110 min,Drama,2.9,125.0,Manish Gupta,Rati Agnihotri,Armin Amiri,Kulraaj Anand,1,0,0,0,0,0,0,0,0,0,0,0,other,
Karma: Crime. Passion. Reincarnation,,97 min,"Crime, Drama, Mystery",5.0,105.0,M.R. Shahjahan,Alma S. Grey,Carl Weyant,Vijayendra Ghatge,1,0,0,0,1,0,0,0,0,1,0,0,other,
Karmayogi,,,"Action, Drama",6.0,42.0,Ram Maheshwari,Mala Sinha,Raaj Kumar,Jeetendra,1,1,0,0,0,0,0,0,0,0,0,0,other,
