name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
Aakhri Dao,,,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan
Aakhri Ghulam,,171 min,"Action, Crime, Drama",4.9,34.0,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
Aakhri Goli,,,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
Aakhri Insaaf,,,"Action, Mystery",4.9,10.0,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
Aakhri Inteqam,,,Action,2.5,16.0,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
Aakhri Kasam,,126 min,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aakhri Khat,,153 min,Drama,6.9,122.0,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
Aakhri Sangam,,160 min,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
Aakhri Sanghursh,,138 min,Action,2.8,17.0,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
Aakraman,,139 min,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
Aakrosh,,144 min,"Crime, Drama, Music",7.9,887.0,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
Aakrosh,,115 min,"Action, Crime, Thriller",7.0,,Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
Aakrosh: Cyclone of Anger,,,"Action, Crime, Drama",4.6,93.0,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
Aalaap,,116 min,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
Aalavandhan,,177 min,"Action, Thriller",7.2,,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aalwar,,152 min,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Aamaar Bhuvan,,107 min,"Drama, Family",7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
Aamdani Atthanni Kharcha Rupaiya,,150 min,"Comedy, Drama, Family",4.8,,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aamir,,99 min,"Action, Crime, Drama",7.7,,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Aamne - Saamne,,163 min,"Crime, Mystery, Romance",6.5,81.0,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
Aamne Samne,,143 min,"Action, Crime, Drama",6.4,53.0,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
Aamras: The Sweet Taste of Friendship,,,Drama,5.8,60.0,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
Aan Aur Shaan,,130 min,Drama,6.4,37.0,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Aan Baan,,,Drama,6.1,28.0,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
Aan Baan,,,Romance,2.8,5.0,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
Aan Milo Sajna,,177 min,"Drama, Musical, Romance",6.4,211.0,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
Aan: Men at Work,,149 min,"Action, Crime, Drama",5.7,,Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
Aanch,,160 min,Drama,5.6,102.0,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
Aanchal,,138 min,"Action, Drama, Family",6.4,58.0,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
Aanchal,,,"Drama, Family",4.9,8.0,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
Aanchal Ke Phool,,,Drama,5.7,6.0,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
Aandhi,,133 min,"Drama, Romance",8.1,,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
Aandhi Aur Toofan,,,"Action, Adventure, Romance",6.0,8.0,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
Aandhi-Toofan,,144 min,Drama,6.1,49.0,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
Aandhiyan,,136 min,Drama,7.4,30.0,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
Aandhiyan,,145 min,Drama,4.8,38.0,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
Aangan,,,"Music, Romance",6.6,31.0,O.P. Dutta,Agha,Ameeta,Rehman
Aangan Ki Kali,,,"Drama, Family",5.6,5.0,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
Aani Maani,,94 min,Drama,6.6,15.0,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
Aankh Micholi,,,Family,6.0,6.0,Ramanna,Rakesh Roshan,Bharti,Om Prakash
Aankhein: The Third Eye,,,Action,7.4,15.0,Nassar,Sada,Srikanth,
Aankhen,,170 min,"Action, Comedy, Crime",6.7,,David Dhawan,Govinda,Chunky Panday,Raj Babbar
Aankhen,,,"Drama, Family",7.2,6.0,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
Aankhen,,165 min,"Crime, Drama, Thriller",7.4,,Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
Aankhon Aankhon Mein,,154 min,"Drama, Romance",6.4,28.0,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
Aansoo Aur Muskan,,150 min,"Comedy, Drama, Family",6.5,24.0,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
Aao Pyaar Karen,,,"Drama, Romance",6.2,15.0,R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar
Aao Pyaar Karen,,141 min,Romance,4.2,160.0,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
Aao Wish Karein,,140 min,"Comedy, Family, Fantasy",5.1,584.0,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
Aap Aye Bahaar Ayee,,119 min,"Comedy, Drama, Romance",6.6,80.0,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
Aap Beati,,145 min,"Drama, Family",5.7,32.0,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
Aap Ke Deewane,,,Romance,5.8,204.0,Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani
Aap Ke Saath,,,Drama,5.7,49.0,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri
Aap Ki Kasam,,153 min,"Romance, Drama",7.0,420.0,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
Aap Ki Khatir,,115 min,"Action, Comedy, Drama",6.3,27.0,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
Aap Ki Khatir,,122 min,"Comedy, Romance",3.6,863.0,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
Aap Ki Parchhaiyan,,128 min,"Drama, Family, Romance",6.3,39.0,Mohan Kumar,Dharmendra,Supriya Choudhury,Vijayalaxmi
Aap Mujhe Achche Lagne Lage,,180 min,"Action, Drama, Romance",3.1,,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
Aap To Aise Na The,,145 min,"Romance, Drama, Family",5.6,38.0,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
Aapa Akka,,,Drama,6.0,10.0,Mandakini Mathur,Sohail Mokashi,Satyajit Kadam,
Aapas Ki Baat,,148 min,"Action, Romance",5.2,17.0,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
Aapko Pehle Bhi Kahin Dekha Hai,,145 min,"Action, Comedy, Drama",4.5,273.0,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
Aaplee Maanse,,,Drama,6.4,12.0,Sanjay Soorkar,Prashant Damle,Mohan Joshi,Sudhir Joshi
Aar Paar,,125 min,Action,6.1,44.0,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt
Aar Ya Paar,,180 min,Thriller,6.1,230.0,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
Aarakshan,,164 min,"Drama, Thriller",6.2,,Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
Aaram,,,Romance,6.8,40.0,D.D. Kashyap,Dev Anand,Madhubala,Talat Mahmood
Aaravalli,,210 min,Horror,5.9,7.0,Varalakshmi G.,,,
Aarop,,129 min,Drama,6.7,13.0,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra
Aar-Paar,,146 min,"Musical, Romance, Thriller",6.6,250.0,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
Aarti,,156 min,"Family, Musical, Romance",6.6,67.0,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
Aarya,,157 min,"Action, Drama, Romance",4.6,191.0,Balasekaran,Bhavana,Madhavan,Prakash Raj
Aarzoo,,175 min,"Drama, Romance",5.4,,Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
Aas,,,Romance,5.1,13.0,Devendra Goel,Kamini Kaushal,Shekhar,Om Prakash
Aas Ka Panchhi,,,"Family, Drama",6.8,32.0,Mohan Kumar,Vyjayanthimala,Rajendra Kumar,Raj Mehra
Aas Paas,,,Romance,5.8,107.0,J. Om Prakash,Dharmendra,Hema Malini,Prem Chopra
Aasha,,171 min,"Comedy, Romance",6.5,23.0,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
Aasha,,123 min,"Drama, Musical, Romance",5.3,199.0,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
Aashayein,,120 min,Drama,7.1,,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
Aashiana,,,Drama,2.6,11.0,Mahesh Bhatt,Amit Khanna,Mark Zubair,Deepti Naval
Aashik Aawara,,,Drama,5.2,299.0,Umesh Mehra,Saif Ali Khan,Mamta Kulkarni,Mohnish Bahl
Aashiq,,150 min,Romance,6.7,64.0,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
Aashiq,,160 min,"Action, Drama, Romance",3.8,403.0,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
Aashiq Banaya Aapne: Love Takes Over,,115 min,"Drama, Romance, Thriller",4.3,,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
Aashiq Hoon Baharon Ka,,136 min,Romance,5.5,85.0,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa
Aashique Mastane,,,Comedy,6.2,13.0,Ajay Kashyap,Maya Alagh,Vikas Anand,Mohnish Bahl
Aashiqui,,152 min,"Musical, Drama, Romance",6.3,,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
Aashiqui 2,,132 min,"Drama, Music, Musical",7.0,,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
Aashiqui.In,,109 min,"Drama, Romance",3.7,61.0,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
Aashirwad,,146 min,Drama,7.3,203.0,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
Aashmani Jawaharat,,132 min,Drama,6.1,10.0,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
Aasma,,105 min,"Action, Crime, Drama",5.2,8.0,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
Aasma: The Sky Is the Limit,,240 min,Drama,3.8,46.0,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
Aasmaan,,145 min,"Drama, Mystery",4.8,12.0,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
Aasmaan Mahal,,172 min,Drama,5.5,6.0,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
Aasmaan Se Gira,,88 min,"Adventure, Comedy, Romance",6.8,56.0,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
Aasoo Bane Angaarey,,150 min,Action,4.5,88.0,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
Aasra,,161 min,"Drama, Family",7.2,32.0,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
Aastha: In the Prison of Spring,,132 min,Drama,6.4,172.0,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
Aatank,,113 min,"Action, Thriller",3.9,99.0,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
Aatank Hi Aatank,,155 min,"Action, Crime, Drama",5.2,776.0,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
Aathi,,167 min,"Action, Drama, Thriller",4.4,,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
Aatish,,139 min,Action,4.5,16.0,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
Aatish: Feel the Fire,,155 min,"Action, Crime, Drama",5.8,735.0,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
Aatma,,107 min,"Crime, Drama, Horror",4.2,79.0,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
Aatma,,100 min,"Drama, Horror, Thriller",3.8,623.0,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola
Aavida Maa Aavide,,153 min,"Comedy, Romance",6.4,170.0,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
Aavishkar,,107 min,"Drama, Romance",7.0,213.0,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak
Aawaz,,146 min,Romance,5.1,7.0,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
Aawaz De Kahan Hai,,,"Drama, Romance",3.7,7.0,Sibte Hassan Rizvi,Bindu,Annu Kapoor,Satyendra Kapoor
Aaya Toofan,,128 min,"Action, Adventure, Fantasy",6.1,14.0,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
Aaya Toofan,,111 min,Action,5.4,31.0,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
Aaye Din Bahar Ke,,170 min,"Musical, Romance",6.6,109.0,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
Aazaan,,125 min,"Action, Musical, Thriller",4.4,346.0,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
Aazmayish,,147 min,"Action, Drama, Romance",5.0,35.0,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,,128 min,Comedy,6.6,85.0,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Ab Dilli Dur Nahin,,133 min,Drama,7.6,80.0,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,,78 min,Comedy,4.0,6.0,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Ab Insaf Hoga,,125 min,"Action, Drama",4.8,32.0,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
Ab Ke Baras,,,"Action, Romance, Thriller",3.3,198.0,Raj Kanwar,Arya Babbar,Amrita Rao,Ashutosh Rana
Ab Kya Hoga,,,"Mystery, Thriller",4.8,24.0,Saawan Kumar Tak,Shatrughan Sinha,Neetu Singh,Asrani
Ab Meri Baari,,,Action,5.1,8.0,Bhagwan Thakur,Hemant Birje,Sudhir Dalvi,Kimi Katkar
Ab Tak Chhappan,,129 min,"Action, Crime, Drama",7.8,,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
Ab Tak Chhappan 2,,106 min,"Action, Crime, Thriller",5.8,,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag
Ab To Aaja Saajan Mere,,127 min,"Drama, Romance",4.0,6.0,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Ab Tumhare Hawale Watan Saathiyo,,193 min,"Action, Drama, War",4.6,,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
Ab... Bas!,,137 min,"Romance, Thriller",3.2,74.0,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
ABCD (Any Body Can Dance),,160 min,"Drama, Music",6.3,,Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon
Abdullah,,136 min,"Action, Drama, Romance",6.4,189.0,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar
Abe Hayat,,,Drama,2.8,10.0,Krishna Gopal,Ali Athar,Bachan,Nazir
Abe Hayat,,140 min,"Action, Adventure, Fantasy",4.8,21.0,Ramanlal Desai,Prem Nath,Ameeta,Shashikala
Abhay,,127 min,Fantasy,7.0,64.0,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Abhi To Jee Lein,,135 min,"Action, Drama, Thriller",5.4,10.0,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal
Abhilasha,,141 min,"Drama, Romance",6.8,24.0,Amit Bose,Meena Kumari,Nanda,Sanjay Khan
Abhimaan,,,"Drama, Family, Romance",7.1,10.0,Mahesh Kaul,Ameeta,Shekhar,Chand Usmani
Abhimaan,,122 min,"Drama, Musical",7.9,,Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani
Abhimanyu,,,nan,3.2,8.0,Mahesh Bhatt,,,
Abhimanyu,,140 min,"Crime, Drama, Musical",7.0,326.0,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor
Abhimanyu,,168 min,"Action, Comedy, Drama",4.6,28.0,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon
Abhinetri,,154 min,"Drama, Romance",6.7,70.0,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee
Abhishap,,,Drama,7.1,8.0,Biresh Chatterjee,Ranjit Mallick,Debashree Roy,Soumitra Bannerjee
Abhishapt,,,Drama,7.0,6.0,Pankaj Prakash,Dilshad Patel,Vasundhara Das,Raj Vasudeva
Abodh,,132 min,Drama,5.8,109.0,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
Abroo,,,nan,3.1,7.0,Govind Ram,Sitara Devi,Lala Yaqoob,Jagdish Sethi
Accident on Hill Road,,105 min,"Crime, Drama, Thriller",4.0,284.0,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Achanak,,96 min,"Crime, Drama",6.8,213.0,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty
Achanak,,160 min,"Action, Mystery, Thriller",4.0,245.0,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz
Achha Bura,,,Drama,6.7,25.0,Hrishikesh Mukherjee,Amjad Khan,Ranjeet,Raj Babbar
Achhut Kanya,,142 min,"Drama, Musical, Romance",6.5,114.0,Franz Osten,Devika Rani,Ashok Kumar,Monorama
Acid Factory,,108 min,"Action, Crime, Mystery",5.0,677.0,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Action,,158 min,"Action, Adventure, Thriller",4.5,858.0,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi
Action Jackson,,144 min,"Action, Crime, Thriller",3.3,,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha
Action Replayy,,129 min,"Comedy, Romance, Sci-Fi",4.2,,Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor
Actress,,,nan,6.2,5.0,Najam Naqvi,David Abraham,Rehana,
Ada... A Way of Life,,120 min,"Action, Crime, Drama",3.6,49.0,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
Adalat,,139 min,"Drama, Musical, Romance",6.9,36.0,Kalidas,Nargis,Pradeep Kumar,Pran
Adalat,,138 min,"Action, Drama, Family",6.4,284.0,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh
Adam Ka Janam,,,Drama,5.5,6.0,Sanjay,Supriya,,
Adharm,,,"Action, Crime, Drama",5.1,66.0,Aziz Sejawal,Shatrughan Sinha,Shabana Azmi,Sanjay Dutt
Adharm,,,Action,5.3,11.0,Adeep Singh,Rahul Dev,Mayuri Kango,Rocky Khanna
Adhi Raat Ke Baad,,137 min,"Action, Drama, Mystery",6.6,28.0,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar
Adhikar,,126 min,"Comedy, Drama, Romance",6.7,13.0,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju
Adhikar,,,"Drama, Family, Romance",6.2,38.0,Chitrayug,Vijay Sadanah,Rajesh Khanna,Tina Ambani
Adhikar,,,Drama,4.9,21.0,S.M. Sagar,Ashok Kumar,Nanda,Deb Mukherjee
Adhipathi,,151 min,"Action, Drama",5.4,533.0,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu
Adhura Sapna,,88 min,Drama,4.7,11.0,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake
Adhurs,,150 min,"Action, Comedy, Thriller",6.8,,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur
Adi Shankaracharya,,130 min,"Biography, Drama",7.3,240.0,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
Adil-E-Jahangir,,150 min,Drama,5.0,8.0,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru
Adisaya Piravi,,145 min,"Action, Comedy, Fantasy",6.9,335.0,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh
Admissions Open,,,"Comedy, Drama",3.3,51.0,K.D. Satyam,Anupam Kher,Ashish Vidyarthi,Arshi
Adrishya,,106 min,"Drama, Family, Horror",3.3,102.0,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
Adutha Varisu,,122 min,Drama,5.5,76.0,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.
Adventure Kids Hindi Film,,120 min,Adventure,6.6,12.0,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar
Adventures of Aladdin,,151 min,Adventure,4.7,7.0,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
Adventures of Ali-Baba and the Forty Thieves,,153 min,"Action, Adventure, Family",6.2,506.0,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini
Adventures of Tarzan,,135 min,"Action, Adventure, Comedy",4.6,140.0,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri
Adwait Sangeet,,82 min,"Documentary, Biography, Musical",7.9,13.0,Makarand Brahme,,,
Ae Dil Hai Mushkil,,158 min,"Drama, Music, Musical",5.8,,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma
Aetbaar,,152 min,"Action, Drama, Musical",4.6,,Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu
Aflatoon,,153 min,"Action, Comedy, Crime",4.5,,Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher
Africadalli Sheela,,134 min,"Adventure, Thriller",6.6,18.0,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish
Afsana,,134 min,"Drama, Romance",6.5,12.0,Brij,Ashok Kumar,Pradeep Kumar,Padmini
Afsana,,168 min,"Drama, Family",7.8,57.0,B.R. Chopra,Ashok Kumar,Veena,Jeevan
Afsana Dilwalon Ka,,195 min,"Drama, Romance",3.6,,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
Afsana Pyar Ka,,145 min,"Drama, Romance",5.9,783.0,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori
Afsar,,121 min,"Comedy, Romance",7.1,19.0,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta
After the Third Bell,,92 min,"Crime, Mystery",6.3,43.0,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora
Agar Tum Na Hote,,161 min,"Drama, Family",6.4,152.0,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar
Agar... If,,,Drama,6.4,27.0,Esmayeel Shroff,Amol Palekar,Zarina Wahab,Kader Khan
Agathiyar,,153 min,"Adventure, Comedy, Drama",6.6,30.0,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi
Agent Vinod,,139 min,"Action, Crime, Drama",5.7,84.0,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar
Agent Vinod,,157 min,"Action, Adventure, Thriller",5.2,,Sriram Raghavan,Kareena Kapoor,Saif Ali Khan,Rajat Kapoor
Aggar: Passion Betrayal Terror,,,"Romance, Thriller",4.0,281.0,Ananth Narayan Mahadevan,Tusshar Kapoor,Udita Goswami,Shreyas Talpade
Aghaat,,138 min,"Drama, Crime",7.1,120.0,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur
Agnee,,153 min,"Action, Drama, Romance",5.1,29.0,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh
Agnee Morcha,,142 min,Action,3.1,14.0,Raju Chouhan,Aparajita,Birbal,Dharmendra
Agneekaal,,161 min,"Action, Crime, Drama",5.6,26.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar
Agneepath,,174 min,"Action, Crime, Drama",7.7,,Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi
Agneepath,,174 min,"Action, Crime, Drama",6.9,,Karan Malhotra,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt
Agni IPS,,137 min,Action,7.8,33.0,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha
Agni Pankh,,,"Action, Drama, Romance",4.5,108.0,Sanjeev Puri,Jimmy Sheirgill,Sameer Dharmadhikari,Rahul Dev
Agni Pareeksha,,130 min,"Crime, Drama",6.0,22.0,Kamal Majumdar,Amol Palekar,Parikshit Sahni,Rameshwari
Agni Rekha,,,Drama,7.3,9.0,Mahesh Kaul,Sanjeev Kumar,Sharada,Sajjan
Agni Sakshi,,142 min,"Drama, Musical, Romance",6.1,684.0,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala
Agnichakra,,123 min,Action,3.6,53.0,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda
Agniputra,,140 min,Action,4.6,24.0,Vijay Reddy,Asrani,Mithun Chakraborty,Pinky Chinoy
Agnivarsha: The Fire and the Rain,,126 min,"Drama, Fantasy, Romance",4.6,361.0,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon
Agra Road,,,"Comedy, Romance, Thriller",4.8,5.0,Ravindra Dave,Shakila,Vijay Anand,Nanda
Agreement,,124 min,"Musical, Comedy, Drama",6.2,19.0,Anil Ganguly,Rekha,Utpal Dutt,Shailendra Singh
Agyaat,,130 min,"Drama, Horror, Mystery",2.9,620.0,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal
Ahaan,,81 min,"Comedy, Drama",7.2,213.0,Nikhil Pherwani,Arif Zakaria,Niharika Singh,Abuli Mamaji
Ahankaar,,145 min,Drama,5.9,53.0,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Prem Chopra
Ahinsa,,103 min,"Action, Drama",4.1,10.0,Chand,Sunil Dutt,Rekha,Ranjeet
